Date,Time (utc),Region,Magnitude,Depth (km),Latitude,Longitude,Mode,Map
19/12/2016,20:44:43,Philippine Island Region,5.6,87,10.47N,71.55E,A,-
19/12/2016,19:48:23,Afghanistan Tajikistan Border,3.0,30,36.53N,71.10E,M,-
19/12/2016,16:41:34,Near east Coast of Honshu Japan,5.3,186,37.27E,141.20E,A,-
19/12/2016,16:31:34,24 km NE of Battagram. KP,1.6,25,34.76N,73.27E,M,-
19/12/2016,13:10:46,Afghanistan - Tajikistan Border Region,3.0,122,36.81 N,71.11 E,M,-
19/12/2016,11:00:01,"New Britain Region, P.N.G",5.4,149,4.83S,152.81E,A,-
19/12/2016,10:57:34,"Tajikistan_Xinjiang, China Bordr Region.",4.5,11,39.09 N,73.84 E,M,-
19/12/2016,10:44:36,"24 km North of Balakot, KP, Pakistan",3.0,15,34.74 N,73.35 E,M,-
19/12/2016,10:41:33,"24 km North of Balakot, KP, Pakistan",2.9,15,34.73 N,73.35 E,M,-
19/12/2016,07:21:54,"Hindu Kush Region, Afghanistan",3.0,34,36.44 N,70.89 E,M,-
19/12/2016,01:01:11,"29km SW of Anatnag, Jammu and Kashmir",2.3,124,33.51N,74.89E,M,-
18/12/2016,23:51:01,Tajikistan,2.3,70,37.36N,72.18E,M,-
18/12/2016,23:43:17,"Hindu Kush Region, Afghanistan",2.5,118,36.49N,70.33E,M,-
18/12/2016,23:41:40,"50km SE of Kalam, KP",2.2,49,35.32N,73.11E,M,-
18/12/2016,22:16:30,"Kyrgyzstan-Xinjiang, China Border Region",3.9,253,40.70N,75.19E,M,-
18/12/2016,22:07:35,Southeastern Afghanistan,2.9,120,34.45N,70.33E,M,-
18/12/2016,20:18:46,35 Km North East of Muzaffarabad,2.4,17,34.57 N,73.87 E,M,-
18/12/2016,19:58:01,Solomon Islands,5.9,107,6.17 S,154.74 E,A,-
18/12/2016,19:24:44,Northern Sumatra Indonesia,5.2,34,5.67 N,94.71 E,A,-
18/12/2016,16:42:27,Afghanistan Tajikistan Border Region,2.5,125,36.51 N,71.13 E,M,-
18/12/2016,15:07:08,"04km SW of Kaghan, KP",2.5,33,34.76N,73.49E,M,-
18/12/2016,13:29:07,Peru-Brazil Border Region,6.2,525,09.85S,71.34W,A,-
18/12/2016,09:47:14,"W. Caroline Islands, Micronesia",5.9,90,08.13N,137.82E,A,-
18/12/2016,08:56:58,"Hindu Kush Region, Afghanistan",3.6,128,36.35N,70.51E,M,-
18/12/2016,06:39:50,Solomon Islands,5.8,49,06.52S,154.30E,A,-
18/12/2016,05:46:20,Solomon Islands,6.1,10,10.40S,161.34E,A,-
18/12/2016,01:44:48,Northern Molucca Sea,4.6,86,0.05 N,126.51 E,A,-
18/12/2016,00:44:00,"New Britain Region, P.N.G.",5.0,121,5.52 S,152.14 E,A,-
17/12/2016,23:31:49,Tajikistan,3.5,116,37.77 N,72.64 E,M,-
17/12/2016,22:21:16,South of Fiji Islands,5.8,12,26.75 S,177.24 W,A,-
17/12/2016,22:05:26,"Hindu Kush Region, Afghanistan",3.1,122,36.70 N,69.82 E,M,-
17/12/2016,21:17:37,Mariana Islands,5.2,143,16.29 N,145.66 E,A,-
17/12/2016,20:52:52,22 km North of Pattan,1.9,49,35.31N,73.05E,M,-
17/12/2016,18:26:19,55 km SE of Muzaffarabad (Indian Held Kashmir),1.5,6,34.06N,73.95E,M,-
17/12/2016,17:25:59,"88 Km SE of Muzaffarabad, (Indian held Kashmir)",3.7,35,34.06 N,74.37 E,M,-
17/12/2016,15:31:34,Southeastern Afghanistan,2.5,112,34.01 N,69.14 E,M,-
17/12/2016,14:04:59,"42km SE of Kalam, KP",2.0,37,35.27N,72.97E,M,-
17/12/2016,13:55:13,"New Britain Region, P.N.G.",5.2,185,06.33S,153.88E,A,-
17/12/2016,13:40:41,Solomon Islands,5.3,49,05.48S,154.32E,A,-
17/12/2016,13:22:37,Solomon Islands,5.5,48,06.11S,154.38E,A,-
17/12/2016,13:16:33,"New Ireland Region, P.N.G.",5.1,152,04.95S,153.82E,A,-
17/12/2016,12:52:41,"New Britain Region, P.N.G.",5.3,61,06.11S,153.84E,A,-
17/12/2016,12:27:29,Solomon Islands,5.4,77,06.81S,154.66E,A,-
17/12/2016,12:00:52,Solomon Islands,5.1,85,07.54S,155.86E,A,-
17/12/2016,11:27:50,New Ireland Region P.N.G,6.1,125,05.72 S,153.83 E,A,-
17/12/2016,11:22:14,New Ireland Region P.N.G,5.7,113,04.54 S,153.23 E,A,-
17/12/2016,10:51:13,New Ireland Region P.N.G,7.4,126,04.63 S,153.65 E,A,-
17/12/2016,07:24:29,South east of Galapagos Islands,5.5,550,13.81 S,87.14 W,A,-
17/12/2016,06:19:20,Northwest of Ryukyu Islands,4.6,368,27.40 N,126.63 E,A,-
17/12/2016,05:25:32,Kyrgyzstan,3.7,50,41.44 N,72.67 E,M,-
17/12/2016,05:00:09,Tajikistan Xinjiang China Border Region,3.3,10,39.27 N,73.65 E,M,-
17/12/2016,03:50:06,"Hindu Kush Region, Afghanistan",4.8,138,36.57 N,70.59 E,M,-
16/12/2016,23:11:44,Chile-Argentina Border Region,5.2,32,30.70 S,70.44 W,A,-
16/12/2016,22:39:42,"Irian Jaya, Indonesia",5.2,135,3.09 S,138.90 E,A,-
16/12/2016,18:27:15,Afghanistan-Tajikistan Border Region,2.6,135,36.83 N,71.09 E,M,-
16/12/2016,16:50:28,"Near Qandhar, SE Afghanistan. Felt at Chaman",3.4,15,31.63 N,65.13 E,M,-
16/12/2016,14:16:31,Afghanistan Tajikistan Border Region,3.1,182,37.41 N,71.77 E,M,-
16/12/2016,11:35:40,Mexico Guatemala Border Region,5.0,418,15.68 N,91.10 S,A,-
16/12/2016,04:36:40,Tajikistan,3.6,124,37.42N,72.05E,M,-
15/12/2016,22:58:24,Afghanistan-Tajikistan Border Region,3.0,82,37.34 N,71.59 E,M,-
15/12/2016,16:58:27,"Java, Indonesia",5.0,10,8.03 S,107.66 E,A,-
15/12/2016,14:14:36,Taiwan,5.0,10,23.02 E,121.26 E,A,-
15/12/2016,09:55:15,Hindu Kush Region Afghanistan,4.3,180,36.64 N,70.86 E,M,-
15/12/2016,04:12:57,Afghanistan-Tajikistan Border Region,3.3,35,36.45N,71.44E,M,-
15/12/2016,02:32:47,"Hindu Kush Region, Afghanistan",3.0,130,36.17 N,70.72 E,M,-
15/12/2016,01:30:00,South Indian Ocean,5.2,288,28.69 S,59.84 E,A,-
15/12/2016,01:06:28,Philippine Islands Region,5.2,90,10.47 N,126.42 E,A,-
14/12/2016,23:56:26,Afghanistan - Tajikistan Border Region,2.6,66,36.57 N,71.01 E,M,-
14/12/2016,21:15:44,Mariana Islands Region,5.6,77,21.80 N,144.85 E,A,-
14/12/2016,16:44:40,Southeastern Afghanistan,2.1,12,33.64 N,69.92 E,M,-
14/12/2016,15:47:24,Afghanistan - Tajikistan Border Region,2.8,32,36.57 N,71.05 E,M,-
14/12/2016,13:58:33,Tajikistan-China Border Region,3.8,15,36.85N,76.12E,M,-
14/12/2016,08:14:32,"Southern Xinjiang, China",5.2,10,38.58N,90.02E,A,-
14/12/2016,02:11:14,"06 km NW of Khewra, Pakistan",1.8,107,32.68N,72.99E,M,-
14/12/2016,02:01:29,Mariana Island Region,5.9,77,21.32N,144.70,A,-
13/12/2016,22:51:22,Afghanistan-Tajikistan Border Region,3.5,68,37.16N,71.38E,M,-
13/12/2016,22:46:47,Tajikistan,3.9,376,38.66N,72.28E,M,-
13/12/2016,22:41:46,Northern India,3.1,266,31.40N,77.63E,M,-
13/12/2016,22:35:36,64 km NE of Kargil AJK,2.3,35,34.94N,76.65E,M,-
13/12/2016,19:14:10,Northern India,3.8,267,31.50N,77.85E,M,-
13/12/2016,18:11:29,Tajikistan,2.9,90,37.51N,72.63E,M,-
13/12/2016,10:08:19,"Hindu Kush Region, Afghanistan",3.0,60,36.36 N,70.17 E,M,-
13/12/2016,08:11:53,"Tajikistan-Xinjiang, China Border Region",4.6,60,39.56N,73.81E,M,-
13/12/2016,06:04:58,Philippine Islands,5.2,101,6.48N,127.26E,A,-
13/12/2016,03:46:09,Soloman Islands,5.7,10,161.92E,10.73S,A,-
13/12/2016,02:46:15,Fiji Islands Region,5.4,250,19.03S,177.60W,A,-
13/12/2016,01:32:22,"37km North of Asadabad, Afghanistan",2.2,24,35.20N,71.10E,M,-
13/12/2016,00:33:01,Eastern Caucasus,4.6,12,40.95N,48.61E,A,-
12/12/2016,22:24:23,Afghanistan-Tajikistan Border Region,3.5,133,36.85N,71.12E,M,-
12/12/2016,22:04:52,"Southern Xinjiang, China",3.6,18,39.29N,74.31E,M,-
12/12/2016,16:23:28,Banda Sea,4.9,141,07.29S,129.21E,A,-
12/12/2016,15:54:00,Near Coast of Ecuador,5.0,10,01.14N,79.21W,A,-
12/12/2016,14:24:04,"Tajikistan-Xinjiang, China border region",3.9,19,39.52 N,73.19 E,M,-
12/12/2016,13:39:34,"15kn NW of Keran, AJK, PK",3.6,32,34.77N,73.83E,M,-
12/12/2016,11:14:41,"Hindu Kush Region, Afghanistan",4.2,179,36.10N,70.87E,M,-
12/12/2016,09:50:07,"Hindu Kush Region, Afghanistan",3.5,126,36.94N,71.31E,M,-
12/12/2016,09:22:43,"Hindu Kush Region, Afghanistan",3.4,177,36.65N,70.18E,M,-
12/12/2016,05:38:35,"Hindu Kush Region, Afghanistan",3.5,100,36.81N,71.17E,M,-
12/12/2016,05:32:19,Tajkistan China Border Region,3.6,99,39.33N,73.89E,A,-
12/12/2016,02:57:00,"San Juan Province, Argentina",5.5,10,31.56S,69.56W,A,-
12/12/2016,01:40:23,Off Coast of Central Chile,5.4,50,31.54S,72.94W,A,-
12/12/2016,00:05:11,"Hindu Kush Region, Afghanistan",3.5,91,36.78N,70.89E,M,-
11/12/2016,23:47:25,Afghanistan-Tajikistan Border Region,3.7,107,37.44N,71.70,M,-
11/12/2016,20:58:00,South of Fiji Islands,5.3,526,24.24S,179.84W,A,-
11/12/2016,18:37:39,"Talaud Islands, Indonesia",5.3,98,04.13N,126.22E,A,-
11/12/2016,17:56:46,Tajikistan,3.2,135,37.65N,72.04E,M,-
11/12/2016,17:27:18,Solomon Islands,5.2,650,11.85S,160.02E,A,-
11/12/2016,14:51:07,"North of Halmahera, Indonesia",4.8,223,03.03N,128.72E,A,-
11/12/2016,14:21:15,"Southern Xinjiang, China",3.2,52,39.21N,74.40E,A,-
11/12/2016,09:51:24,Tajikistan,3.0,29,37.55N,71.86E,M,-
11/12/2016,08:52:59,Tajikistan,3.2,101,37.56N,72.44E,M,-
11/12/2016,03:36:31,"Southern Xinjiang, China",4.8,33,39.24N,74.50E,A,-
10/12/2016,16:24:38,Solomon Islands,6.0,174,05.69S,154.57E,A,-
10/12/2016,12:52:10,"Hindu Kush Region, Afghanistan",3.5,30,36.71N,70.43E,M,-
10/12/2016,10:30:00,"20 Km North West of Allai, KP, Pakistan",2.6,12,34.96N,72.97E,M,-
10/12/2016,10:09:10,"35 km South East of Khuzdar, Pakistan",2.3,12,27.40N,66.20E,M,-
10/12/2016,07:17:34,35 km of NW of Haripur,2.1,14,34.10N,72.58E,M,-
10/12/2016,04:44:56,"Near East Coast of Honshu, Japan",5.5,10,40.61N,141.96E,A,-
10/12/2016,02:45:40,Solomon Islands,5.8,12,10.13 S,163.11 E,A,-
09/12/2016,23:39:54,Solomon Islands,5.8,138,10.36 S,161.15 E,A,-
09/12/2016,21:38:49,Solomon Islands,5.5,196,10.64 S,160.54 E,A,-
09/12/2016,19:10:21,Solomon Islands,6.8,57,10.36 S,161.45 E,A,-
09/12/2016,17:53:23,"Hindu Kush Region, Afghanistan",3.9,93,36.54 N,70.40 E,M,-
09/12/2016,16:23:07,Philippine Islands Region,5.1,11,6.56 N,127.59 E,A,-
09/12/2016,09:10:40,Solomon Islands,5.6,150,10.89 S,161.11 E,A,-
09/12/2016,06:46:37,Southeastern Afghanistan,3.4,30,69.83E,34.61N,M,-
09/12/2016,04:59:46,"Hindukush Region, Afghanistan",3.6,40,36.31N,68.68E,M,-
09/12/2016,01:41:13,Afghanistan-Tajikistan Border Region,3.5,104,36.49 N,71.15 E,M,-
08/12/2016,21:56:37,Solomon Islands,5.9,40,10.75 S,160.41 E,A,-
08/12/2016,17:38:51,Solomon Islands,8.0,30,10.80S,161.41E,A,-
08/12/2016,15:57:55,"Northern Xinjiang, China",4.6,24,43.87 N,84.45 E,A,-
08/12/2016,14:49:57,OFF COAST OF NORTHERN CALIFORNIA,6.4,11,41.29N,124.75W,A,-
08/12/2016,14:35:00,"45km South East of Kabul, Afghanistan",4.6,17,34.31N,69.93E,M,-
08/12/2016,11:11:46,"23km South East of Sargodha, Pakistan",3.3,13,31.88N,72.82E,M,-
08/12/2016,10:02:12,"35 km North West of Jalalabad, Afghanistan",4.5,15,34.76N,70.35E,M,-
08/12/2016,08:15:53,"Near East Coast of Honshu, Japan",5.1,16,37.72N,141.20E,A,-
08/12/2016,05:15:05,"Northern Xinjian, China",6.4,12,43.79N,86.22E,A,-
08/12/2016,03:18:00,"Near Lasbela, Baluchistan",1.6,10,26.323N,66.80E,M,-
08/12/2016,00:07:34,Afghanistan-Tajikistan Border Region,5.3,60,36.52 N,71.29 E,M,-
07/12/2016,13:42:40,"Southwestern  Ryukyu Island, Japan",5.1,60,2.94S,128.97E,A,-
07/12/2016,11:12:47,Southern Xinjiang China,3.3,15,39.44N,72.92E,M,-
07/12/2016,07:00:52,Afghanistan_Tajikistan Border Region,3.6,34,37.20N,71.21 E,M,-
06/12/2016,22:03:36,"Northern Sumatra, Indonesia",6.8,13,5.55N,96.25E,A,-
06/12/2016,21:42:40,Windward Islands,5.6,192,11.39N,61.31W,A,-
06/12/2016,21:08:43,Afghanistan-Tajikistan Border Region,2.7,199,36.99N,71.61E,M,-
06/12/2016,18:13:34,Afghanistan-Tajikistan Border Region,4.0,236,36.36N,71.58E,M,-
06/12/2016,18:13:31,Afghanistan-Tajikistan Border Region,3.5,171,36.63N,71.54E,M,-
06/12/2016,16:49:30,Kermadec Islands Region,5.3,505,31.25S,179.41E,A,-
06/12/2016,15:08:57,"Southern Xinjiang, China",3.9,15,39.05N,72.87E,M,-
06/12/2016,09:16:00,"Hindu Kush Region, Afghanistan",3.5,247,36.46 N,70.69 E,M,-
06/12/2016,01:21:05,Vanuatu Islands,5.4,105,14.91 S,167.32 E,A,-
06/12/2016,01:00:04,Tajikistan,3.5,57,38.06N,69.56E,M,-
05/12/2016,23:34:37,Afghanistan-Tajikistan Border Region,3.0,46,37.09N,71.37E,M,-
05/12/2016,17:23:31,Afghanistan-Tajikistan Border Region,2.1,12,36.34 N,71.34 E,M,-
05/12/2016,15:46:35,Afghanistan-Tajikistan Border Region,2.4,10,36.05 N,71.38 E,M,-
05/12/2016,14:24:53,Southern Iran,5.0,49,27.79N,58.99,A,-
05/12/2016,08:17:47,"Hindu Kush Region, Afghanistan",2.8,20,36.43N,70.98E,M,-
05/12/2016,01:45:51,"Hindu Kush Region, Afghanistan",4.5,156,36.72N,70.46E,M,-
05/12/2016,01:13:26,"Hindu Kush Region, Afghanaistan",4.0,136,36.15N,70.71E,M,-
05/12/2016,01:13:04,Banda Sea,6.4,520,07.34S,123.45E,A,-
04/12/2016,22:50:23,"Hindu Kush Region, Afghanistan",2.7,119,36.50N,69.93E,M,-
04/12/2016,21:48:30,"Off East Coast of Honshu, Japan",5.2,64,33.87N,142.39E,A,-
04/12/2016,21:34:27,"Xizang, China",5.2,19,32.47N,92.11E,A,-
04/12/2016,07:05:18,"Off East Coast of Honshu, Japan",5.1,15,40.53N,143.75E,A,-
04/12/2016,05:50:30,Afghanistan-Tajikistan Border Region,4.1,71,37.00N,71.33E,A,-
04/12/2016,05:36:33,"Eastern Honshu, Japan",5.2,119,38.06N,140.21E,A,-
04/12/2016,05:24:05,"Talaud Islands, Indonesia",5.7,123,04.73N,127.69E,A,-
04/12/2016,03:56:25,"Southern Xinjiang, China",4.6,40,39.33N,74.31E,M,-
04/12/2016,03:27:24,"Southern Xinjiang, China",4.2,27,38.96N,75.78E,M,-
04/12/2016,01:03:46,"Southern Xinjiang, China",4.5,33,39.08N,74.94E,M,-
03/12/2016,23:34:49,"Eastern Honshu, Japan",5.0,20,38.37N,140.99E,A,-
03/12/2016,22:48:10,"Northern Sumatra, Indonesia",5.2,65,03.45N,96.71E,A,-
03/12/2016,21:04:42,Greece,5.1,43,03.45N,96.71E,A,-
03/12/2016,19:12:34,South of Fiji Islands,5.7,164,22.22S,173.26W,A,-
03/12/2016,13:58:17,SOUTHERN GREECE,5.2,19,34.10N,25.49E,A,-
03/12/2016,12:51:30,"Hindu Kush Region, Afghanistan",3.8,80,36.44E,71.28E,M,-
03/12/2016,09:24:39,Aleutian Islands,6.3,59,52.34N,174.19E,A,-
03/12/2016,08:52:23,Afghanistan-Tajikistan Border Region,3.2,181,36.25N,71.13,M,-
03/12/2016,08:24:24,Tajikistan,4.0,10,39.58 N,71.99 E,M,-
03/12/2016,07:42:47,Tajikistan Xinjiang Border Region,4.8,22,39.71 N,73.00 E,M,-
03/12/2016,02:04:41,"Hindu Kush Region, Afghanistan",2.8,135,36.59 N,69.42 E,M,-
02/12/2016,23:19:25,Banda Sea,5.0,140,6.27 S,130.00 E,A,-
02/12/2016,22:50:36,Kashmir-India Border Region,2.6,85,33.40 N,76.20 E,M,-
02/12/2016,11:56:42,South of Faji Islands,5.4,558,24.31S,179.75E,A,-
02/12/2016,06:22:02,Southwestern Kashmir,3.3,40,33.74 N,74.44 E,M,-
02/12/2016,03:18:10,"Hindu Kush Region, Afghanistan",3.5,19,36.31 N,68.73 E,M,-
01/12/2016,22:40:29,Southern Peru,6.0,66,15.95 S,71.06 W,A,-
01/12/2016,16:52:51,Nepal-India Border Region,4.9,15,29.95 N,80.50 E,A,-
01/12/2016,09:22:53,Mariana Islands,5.3,214,18.61 N,145.79 E,A,-
01/12/2016,09:21:47,Northern Iran,4.7,15,30.45 N,57.28 E,A,-
01/12/2016,06:46:34,Afghanistan-Tajikistan Border Region,4.6,195,36.72 N,71.21 E,M,-
01/12/2016,02:29:39,Southwestern Kashmir,2.2,12,33.47 N,74.05 E,M,-
01/12/2016,01:57:07,"Tajikistan-Xinjiang, China Border Region",3.6,110,38.99 N,74.71 E,M,-
30/11/2016,22:07:28,Fiji Islands Region,5.4,581,21.74 S,178.98 W,A,-
30/11/2016,21:44:12,"Rat Islands, Aleutian Islands",5.3,167,51.93 N,178.47 E,A,-
30/11/2016,07:54:47,Hindu Kush Region,3.6,28,36.74 N,70.25 E,M,-
30/11/2016,02:42:15,"Tanimbar Island, Indonesia",5.8,16,6.91S,131.91E,A,-
30/11/2016,02:29:12,"Tanimbar Island, Indonesia",5.4,10,6.99S,131.90E,A,-
30/11/2016,00:40:56,Caspean Sea,4.7,82,40.77N,51.60E,A,-
29/11/2016,22:16:02,Kyrgyzstan,3.8,54,39.06N,72.10E,M,-
29/11/2016,21:19:36,Hindu Kush Region Afghanistan,2.4,132,35.30N,70.44E,M,-
29/11/2016,20:09:45,Poland,4.8,10,51.36N,16.17E,A,-
29/11/2016,19:56:16,Afghanistan-Tajikistan Border Region,2.7,129,36.77N,71.25E,M,-
29/11/2016,18:07:40,Tonga Islands,5.8,10,20.99S,175.73,A,-
29/11/2016,13:37:27,Tajikistan,3.6,30,38.99N,70.55E,M,-
29/11/2016,06:24:09,Hindu Kush Region Afghanistan,3.2,78,36.77 N,70.95 E,M,-
29/11/2016,03:50:31,"Kyrgyzstan-Xinjiang, China Border Region",3.9,9,39.09 N,73.20 E,M,-
29/11/2016,00:33:56,"Kyrgyzstan-Xinjiang, China Border Region",4.5,650,41.28 N,77.55 E,A,-
29/11/2016,00:19:37,"Crete, Greece",4.9,10,35.03 N,23.93 E,A,-
28/11/2016,21:43:15,South of Fiji Islands,5.5,282,24.63 S,177.67 W,A,-
28/11/2016,20:22:39,Afghanistan-Tajikistan Border Region,1.8,174,36.68 N,71.60 E,M,-
28/11/2016,19:34:20,Afghanistan-Tajikistan Border Region,3.0,25,36.56N,71.16E,M,-
28/11/2016,17:48:35,"Eastern Siberia, Russia",5.1,329,60.77 N,172.72 E,A,-
28/11/2016,15:57:00,Afghanistan-Tajikistan Border Region,3.5,151,38.86N,71.60E,M,-
28/11/2016,15:52:16,90 Km  NE of Ormara,2.2,13,25.57 N,65.47E,M,-
28/11/2016,11:26:19,Owen Fracture Zone Region,4.7,10,14.39 N,53.11 E,A,-
28/11/2016,08:07:29,South East Indian Ridge,5.0,33,41.98S,88.68E,A,-
28/11/2016,06:01:48,Afghanistan-Tajikistan Border Region,3.4,32,37.12N,71.61E,M,-
28/11/2016,05:45:49,Southern Xinjiang Chaina,4.5,378,39.61N,74.79E,M,-
28/11/2016,01:37:12,Afghanistan-Tajikistan Border Region,2.7,160,37.26N,71.78E,M,-
27/11/2016,23:35:24,Nepal,5.6,20,27.82N,86.52E,A,-
27/11/2016,17:43:26,Afghanistan Tajikistan Border Region,2.8,192,37.59 N,71.93 E,M,-
27/11/2016,17:20:40,Afghanistan Tajikistan Border Region,3.3,204,36.80 N,71.25 E,M,-
27/11/2016,16:43:42,Southern Xinjiang China,3.9,11,39.31 N,74.18 E,M,-
27/11/2016,16:13:59,Mozambique Channel,5.2,46,16.62 S,43.09 E,A,-
27/11/2016,14:30:15,"Hindu Kush Region, Afghanistan",3.0,76,37.00N,71.08E,A,-
27/11/2016,10:19:29,"Hindu Kush Region, Afghanistan",3.7,125,36.84N,70.68E,M,-
27/11/2016,10:08:56,"Near South Coast of Western Honshu, Japan",4.8,418,33.50N,135.88E,A,-
27/11/2016,10:01:32,"Hindu Kush Region, Afghanistan",3.5,87,36.44N,70.76E,M,-
27/11/2016,09:12:40,"Irian Jaya Region, Indonesia",5.4,40,02.77S,136.87E,A,-
27/11/2016,08:03:08,Tajikistan,3.8,20,39.12N,72.77E,M,-
27/11/2016,07:57:21,North Korea,5.1,650,41.54N,127.44E,A,-
27/11/2016,06:49:24,Fiji Islands Region,5.5,493,18.09S,178.43W,A,-
27/11/2016,06:11:56,Fiji Islands Region,5.2,488,18.34S,177.22W,A,-
27/11/2016,05:06:47,"Southern Xinjiang, China",4.1,30,39.46N,73.78E,M,-
27/11/2016,00:21:19,"Tajikistan-Xinjiang, China Border Region",3.7,27,39.17 N,73.25 E,M,-
26/11/2016,21:04:13,"Southern Xinjiang, China",3.5,30,39.44N,74.23E,M,-
26/11/2016,19:46:50,"Southern Xinjiang, China",4.6,10,39.17N,74.02E,A,-
26/11/2016,17:58:15,Hindu Kush Region Afghanistan,3.0,105,36.42N,70.34E,M,-
26/11/2016,15:12:05,"69 km NE of Loralai, Balochistan",2.3,24,30.80N,69.10E,M,-
26/11/2016,10:23:50,Southern Xinjiang China,4.1,24,39.31 N,74.53 E,M,-
26/11/2016,10:22:15,Hindu Kush Region Afghanistan,3.5,140,36.57 N,70.23 E,M,-
26/11/2016,10:08:09,Southern Xinjiang China,4.9,71,39.27 N,74.40 E,A,-
26/11/2016,10:06:31,Afghanistan Tajikistan Border Region,3.5,205,36.48 N,71.20 E,M,-
26/11/2016,09:23:29,Southern Xinjiang China,5.3,22,39.26 N,74.13 E,A,-
26/11/2016,08:46:16,Tajikistan Xinjiang China border region,4.1,25,39.32 N,73.69 E,M,-
26/11/2016,07:43:01,Tajikistan Xinjiang China border Region,3.8,20,39.74 N,73.29 E,A,-
26/11/2016,06:54:42,Southern Xinjiang China,4.9,37,39.82 N,77.69 E,A,-
26/11/2016,06:18:50,Hindu Kush Region Afghanistan,3.4,138,36.64 N,70.83 E,M,-
26/11/2016,02:39:07,Central Mid Atlantic Ridge,4.8,12,3.32 N,31.82 W,A,-
25/11/2016,23:12:49,"Tajikistan-Xinjang, China Border Region",5.2,18,39.29 N,73.91 E,M,-
25/11/2016,19:46:24,"Southern Xinjiang, China",4.8,10,39.25 N,73.38 E,M,-
25/11/2016,18:22:27,Southeastern Afghanistan,4.0,110,34.52 N,69.57 E,M,-
25/11/2016,16:23:57,"Tajikistan-Xinjiang, China Border Region",3.9,12,39.21 N,73.40 E,M,-
25/11/2016,15:39:12,"Southern Xinjiang, China",4.2,10,39.45 N,74.47 E,M,-
25/11/2016,15:26:56,Southern Xinjiang China,4.9,25,39.33 N,74.00 E,M,-
25/11/2016,15:15:15,Near East Coast of Kamchatka,5.8,10,54.70N,160.19E,A,-
25/11/2016,14:24:34,Southern Xinjiang China,7.0,30,39.29 N,74.01 E,A,-
25/11/2016,14:19:04,Tajikistan-Xinjiang China border Region,5.5,30,39.32 N,73.88 E,M,-
25/11/2016,12:48:08,"South east of Honshu, Japan",4.6,378,33.42 N,139.32 E,A,-
24/11/2016,22:30:59,Komandorskiye Ostrova Region,5.7,10,55.13 N,164.25 E,A,-
24/11/2016,21:56:00,Taiwan Region,5.7,53,24.14 N,122.04 E,A,-
24/11/2016,18:43:51,Off Coast of Central America,7.2,49,12.50 N,88.60 W,A,-
24/11/2016,18:23:47,Afghanistan-Tajikistan Border Region,3.5,140,36.94 N,71.25 E,M,-
24/11/2016,17:59:41,Afghanistan-Tajikistan Border Region,3.0,110,37.20 N,71.94 E,M,-
24/11/2016,16:56:09,"Eastern Honshu, Japan",5.1,12,38.60 N,140.21 E,A,-
24/11/2016,14:16:40,42 Km East of Kamra,4.1,10,33.70 N,72.53 E,M,-
24/11/2016,08:13:39,"Hindu Kush Region, Afghanistan",3.5,160,36.55 N,70.69 E,M,-
24/11/2016,04:54:27,Tajikistan,2.9,120,37.17 N,72.08 E,M,-
24/11/2016,04:12:35,Hindu Kush Region Afghanistan,3.3,86,36.78N,70.67E,A,-
24/11/2016,04:12:35,Hindu Kush Region Afghanistan,3.3,35,36.80N,70.69E,M,-
24/11/2016,03:07:35,"63km East of Mianwali, Pakistan",2.5,15,32.57N,70.86E,M,-
23/11/2016,22:16:06,Alaska Peninsula,5.1,183,56.20N,162.07W,A,-
23/11/2016,21:23:50,Near East Coast of Honshu Japan,5.9,102,37.27N,141.15E,A,-
23/11/2016,17:17:32,Talaud Islands,5.2,119,4.58N,126.47E,A,-
23/11/2016,15:22:46,Northern Moluccas Sea,5.2,26,1.40N,126.46E,A,-
23/11/2016,15:11:38,"Hindu Kush Region, Afghanistan",2.2,130,36.37 N,70.82 E,M,-
23/11/2016,12:14:43,Turkey,4.7,10,38.38 N,43.95 E,A,-
23/11/2016,09:59:58,"Bonin Islands, Japan Region",5.8,490,27.12 N,14.02 E,A,-
23/11/2016,07:13:01,"Andreanof Islands, Aleutian Islands",5.5,109,52.78 N,174.88 W,A,-
23/11/2016,00:19:11,40Km South West of Khuzdar,4.6,36,27.60N,66.28E,M,-
22/11/2016,22:23:17,Afghanistan-Tajikistan Border Region,2.4,145,36.74N,71.26E,M,-
22/11/2016,19:04:06,45 km NE of Zhob Airport,2.8,97,31.43N,69.94E,M,-
22/11/2016,17:06:03,"Hindu Kush Region, Afghanistan",3.6,165,36.46N,69.97E,M,-
22/11/2016,01:38:03,"Near East Coast of Honshu, Japan",5.5,10,37.52N,141.21E,A,-
22/11/2016,01:31:36,Eastern Honshu japan,5.4,10,38.47N,140.99E,A,-
22/11/2016,00:19:45,Off east Coast of N.island N.Z,5.9,10,40.47S,177.05E,A,-
21/11/2016,23:40:26,"Near East Coast of Honshu, Japan",5.0,256,37.86E,140.32E,A,-
21/11/2016,21:50:47,"Near East Coast of Honshu, Japan",5.2,10,37.17N,141.46E,A,-
21/11/2016,21:43:47,"Near East Coast of Honshu, Japan",4.8,545,38.50N,135.85E,A,-
21/11/2016,21:39:57,"Near East Coast of Honshu, Japan",5.3,115,37.40N,141.16E,A,-
21/11/2016,21:28:27,"Near East Coast of Honshu, Japan",5.1,10,38.97N,142.77E,A,-
